MH2,MH3,MH5,SAP,SSN,DESCRIPTION,Sales Quantity,Online Sales Quantity,% Online Sales,Gross Sales,Margin %,Total Stock ,DC Stock ,Total Wks Cover,DC Cover
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1120171,22Q1,Nike PREMIER III FG Black,9,2,22.22%,915,50.60%,32,6,3.56,0.67
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1114237,22Q1,Nike MD Valiant Kids Black/White,33,11,33.33%,913,28.10%,734,411,22.24,12.45
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_1\/2_ZJ,1119073,21Q4,Puma Wmns Train PWR Flc Halfzip Black,40,4,10.00%,909,10.80%,411,72,10.28,1.8
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1123892,CORE,Nike Revolution 6 Mens Run Black/White,15,2,13.33%,909,50.10%,217,95,14.47,6.33
SOCCER,SCR_CORE_PROD,SCR_BALL,1116058,21Q3,Mitre SPFL RETAIL DELTA REPLICA Yellow,69,4,5.80%,902,48.80%,151,65,2.19,0.94
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1123272,22Q1,Nike Dynamo GO! Jnr Boys Fw Blk/Wht/Red,18,3,16.67%,901,45.70%,272,95,15.11,5.28
GAELIC,GAA_REPLICA,WFD_TK,1129500,GAATK,Azzurri Waterford 22 GK Home Kid Jersey,15,3,20.00%,900,47.50%,67,52,4.47,3.47
RUGBY,RUGBY_REPLICA,CON_TK,1119821,21Q3,BLK Connacht Euro 21 Replica Jersey Grn,15,,0.00%,899,28.90%,250,125,16.67,8.33
KEEPFIT,KPF_MACHINE,KPFTTREAD,1070030,21/22,Nordictrack T 7.0,1,,0.00%,899,36.60%,4,0,4,0
GAELIC,GAA_CORE_STOCK,GAA_SOC,1059856,CORE,O'Neills Midi Black/White,75,5,6.67%,899,51.60%,353,114,4.71,1.52
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_JKT,1113400,21Q1,Portwest Lismore Rain Ladies Jacket Pink,45,2,4.44%,898,-4.80%,223,38,4.96,0.84
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1123808,22Q1,UA Boys Tech Twist SS Blue,54,6,11.11%,897,51.70%,483,183,8.94,3.39
RUGBY,RUGBY_REPLICA,RIRE_ACC,1105421,20Q3,Canterbury IRFU 20 Bobble Beanie Green,60,5,8.33%,897,62.00%,4712,3557,78.53,59.28
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_AST,1124293,22Q1,Nike JR VAPOR 14 CLUB TF Blue,26,3,11.54%,893,49.90%,374,93,14.38,3.58
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_SHORTS,1114153,22Q1,Nike Wmns DF Flex Ess 2n1 Short Black,26,4,15.38%,893,47.90%,1573,1336,60.5,51.38
APPAREL_GIRLS,GIRL_TRAIN_APP,G_INL_TSH,1126049,22Q2,adidas Girls BL Tee Pink,51,5,9.80%,891,54.10%,792,424,15.53,8.31
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_SHT,1123339,22Q1,Nike Kids DF ACD21 Short K  Blue,65,14,21.54%,889,53.00%,167,19,2.57,0.29
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1117321,21Q3,Nike Air Max Bolt Kid Boys Run Grey/Red,14,4,28.57%,888,46.30%,192,26,13.71,1.86
GAELIC,GAA_CORE_STOCK,GAA_HELMT,89112000,NOOS,Mycro Helmet Royal White,10,1,10.00%,887,45.60%,53,6,5.3,0.6
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_J_FBB,1118446,21Q3,Puma Tacto FG/AG Jr Black,34,2,5.88%,886,52.00%,238,88,7,2.59
FOOTWEAR_BOYS,KIDS_BOYS_FW,KBSFWRUN,1117325,21Q3,Nike Air Zoom Pegasus38 Kid Boy Run Grey,12,1,8.33%,884,48.40%,205,4,17.08,0.33
GAELIC,GAA_CORE_STOCK,GAA_HURLY,1124554,ESS,"Reydon Murphys Wexford Hurley 34""Multi",21,,0.00%,882,42.70%,272,155,12.95,7.38
FOOTWEAR_GIRLS,JNR_GIRLS_FW,JNRGIRLFW,1118613,21Q4,Skechers Go Run 650 Jnr Girl Fw Nvy/Pink,32,15,46.88%,882,49.40%,186,44,5.81,1.38
FOOTWEAR_MEN,MEN_PERF_FW,MNSHIKEFW,1118594,21Q3,Skechers Equalizer 4.0 Trail Men Black,12,2,16.67%,881,51.90%,373,45,31.08,3.75
SOCCER,SOCCER_REPLICA,LFC_TK,1117855,21Q3,Nike LFC 21 3rd Jersey Yellow,16,5,31.25%,879,9.30%,119,25,7.44,1.56
SOCCER,SOCCER_REPLICA,LFC_TK,1114603,21Q2,Nike Liverpool 21 Home Jersey Red,16,1,6.25%,879,9.40%,194,0,12.13,0
SOCCER,SOCCER_REPLICA,SIRE_LW,1118337,21Q3,Umbro FAI 21 Training Short Kids Black,34,4,11.76%,874,39.90%,542,295,15.94,8.68
BAG_CAP_SCARF,BAGS,BAG_M_HDA,1112827,ESS,Puma Challenger Duffel Bag Sm Black,35,2,5.71%,871,52.40%,197,38,5.63,1.09
SOCCER,SOCCER_REPLICA,SIRE_LW,1118304,21Q3,Umbro FAI 21 Training Short Black,25,1,4.00%,867,43.60%,696,395,27.84,15.8
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1120144,21Q4,Nike Kids DF Acd21 Tee Blue,59,7,11.86%,867,55.60%,285,36,4.83,0.61
SOCCER,SOCCER_REPLICA,SIRE_TD,1124493,22Q1,Umbro FAI 22 Home LS Jersey Green,11,3,27.27%,865,40.90%,1142,808,103.82,73.45
RUGBY,RUGBY_REPLICA,RIRE_TK,1118082,21Q3,Canterbury IRFU 21 Alt Pro Jersey Purple,22,9,40.91%,864,-11.70%,57,5,2.59,0.23
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_BASKET,1127722,ESS,Wilson NCAA Elevate VTX - 7 Orange/Blue,46,18,39.13%,864,60.80%,243,220,5.28,4.78
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1115944,22Q1,Asics Gel-Kayano 28 Wmns Run Black/White,5,1,20.00%,864,49.60%,82,28,16.4,5.6
GAELIC,GAA_CORE_STOCK,GAA_KGLOV,1121621,CORE,ATAK Sports Air Kids Glove Black,58,2,3.45%,863,51.00%,873,415,15.05,7.16
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_JKT,1118622,21Q3,McKinley Boys Bennet SoftShell Jkt Black,43,,0.00%,858,15.10%,544,161,12.65,3.74
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1114439,ESS,Nike Team Hustle D10 Kids Black/Silver,24,6,25.00%,856,43.00%,632,273,26.33,11.38
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_FLJ,1117215,21Q3,Portwest Wmns Clara Micro Fleece Green,43,3,6.98%,853,59.70%,603,171,14.02,3.98
GAELIC,GAA_CORE_STOCK,GAA_BALL,1099240,CORE,Karakal GAA Ball Size 4 White,65,,0.00%,853,42.70%,684,170,10.52,2.62
SWIM,SWIMWEAR,SW_LSW,1050923,CORE,Speedo Sculpture Watergem Swimsuit Blk,18,9,50.00%,853,42.10%,181,125,10.06,6.94
APPAREL_BOYS,BOYS_TRAIN_APP,B_SWEAT,1124767,22Q2,TNF Y DREW PEAK LIGHT CREW BLUE,19,1,5.26%,852,45.40%,177,95,9.32,5
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1120346,21Q4,Nike Court Borough Low2 Kd Girl Fw Wt/Bk,24,,0.00%,850,44.20%,405,34,16.88,1.42
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_BRA_TOP,1114152,CORE,Nike Indy Bra Vneck Black,26,1,3.85%,848,52.50%,766,400,29.46,15.38
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1123133,22Q1,Nike Wmns NK DF Tee DFC Crew Pink,34,,0.00%,848,49.40%,410,200,12.06,5.88
APPAREL_MEN,MEN_TRAIN_APP,M_INL_TSH,1123509,22Q1,PUMA Men's Train Fav CAT SS Tee Blue,33,,0.00%,846,56.80%,705,374,21.36,11.33
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_J_AST,1122848,22Q1C,Umbro Raposa Jnr TF Velcro Black,33,1,3.03%,846,42.70%,868,202,26.3,6.12
APPAREL_GIRLS,GIRL_TRAIN_APP,G_INL_TSH,1124614,22Q1,NIKE Girls DF One SS Top Black,37,,0.00%,845,38.90%,915,447,24.73,12.08
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1115953,22Q1,Asics GT-2000 10 Womens Run Rose/Bronze,6,4,66.67%,840,0.484265862,87,40,14.5,6.67
GAELIC,GAA_REPLICA,MAY_TK,1113639,GAATK,O'Neills Mayo 21 Home Wmn Fit Jsy Grn,12,,0.00%,840,42.10%,335,233,27.92,19.42
SOCCER,SOCCER_REPLICA,LFC_TK,1117849,21Q3,Nike LFC 21 Kids Away Jersey Grey,27,9,33.33%,838,1.10%,421,370,15.59,13.7
BAG_CAP_SCARF,BAGS,BAG_M_HDA,1129352,CORE,UnderAmour UA Undeniable 5.0 Duffle SM B,21,1,4.76%,836,49.60%,148,29,7.05,1.38
GAELIC,GAA_CORE_STOCK,GAA_SHT,37603000,CORE,O'Neills Mourne 3Stripe Short Black/Amb,42,3,7.14%,836,44.60%,391,76,9.31,1.81
APPAREL_MEN,MEN_TRAIN_APP,TRAIN_HG,1112699,CORE,UA Mens HG Armour Short White,28,4,14.29%,836,50.00%,498,226,17.79,8.07
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_FLEE_JP,1071834,22Q1,Bodylogic Sculpt Wmn Pant Short Navy,31,2,6.45%,835,31.30%,1097,623,35.39,20.1
APPAREL_MEN,MEN_TRAIN_APP,M_FLEE_JP,1116110,22Q1,adidas Mens MT Pant Grey,17,1,5.88%,835,49.20%,197,75,11.59,4.41
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_AST,1124294,22Q1,Nike JR VAPOR 14 CLUB TF Black,24,2,8.33%,834,50.50%,481,148,20.04,6.17
RUGBY,RUGBY_REPLICA,CON_ACC,1123999,21Q4,New Era Connacht Winter Knit Bobble Grn,28,,0.00%,834,46.10%,32,25,1.14,0.89
APPAREL_MEN,MEN_TRAIN_APP,M_WVN_SHT,1111872,22Q1,Puma Mens Fav Blaster 7 Short Black,35,,0.00%,834,56.60%,621,260,17.74,7.43
FOOTWEAR_WOMEN,WOMEN_STYLE_FW,LDSSTYLFW,1126911,22Q2,adidas Grand Court Womens White,12,2,16.67%,833,47.00%,79,32,6.58,2.67
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_ACC,1056758,ESS,Wilson Mini Basketball Set Orange/White,52,2,3.85%,833,52.70%,852,588,16.38,11.31
GAELIC,GAA_CORE_STOCK,GAA_SHT,40009000,CORE,O'Neills Mourne Stripe Short Wht/Grn,42,3,7.14%,831,45.80%,537,194,12.79,4.62
SOCCER,SOCCER_REPLICA,SIRE_ACC,1118349,21Q3,Umbro FAI 21 Neo Swerve Ball Orange,47,4,8.51%,830,45.40%,1379,889,29.34,18.91
GAELIC,GAA_CORE_STOCK,GAA_HURLY,1124553,ESS,"Reydon Murphys Wexford Hurley 33""Multi",20,,0.00%,830,41.70%,289,189,14.45,9.45
APPAREL_MEN,MEN_TRAIN_APP,M_FZ_HDD,1107549,21Q3,Canterbury Tech Mens FZ Hoody Black,16,3,18.75%,826,26.30%,105,16,6.56,1
GAELIC,GAA_REPLICA,WFD_TK,1129496,GAATK,Azzurri Waterford 22 Home Kid Jersey Wht,16,4,25.00%,825,47.60%,179,101,11.19,6.31
GAELIC,GAA_CORE_STOCK,GAA_BALL,1100765,CORE,O'Neills 19 First Touch Ball 7-8 Blue,93,1,1.08%,824,29.30%,893,323,9.6,3.47
GAELIC,GAA_CORE_STOCK,GAA_GRIPS,1097231,CORE,Karakal PU Super Hurling X-Long Grip Blk,137,3,2.19%,823,55.90%,2060,185,15.04,1.35
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1122340,22Q1,Asics Gel-Nimbus 24 Wmns Run Blck/Silver,5,1,20.00%,821,0.434503739,91,61,18.2,12.2
RUGBY,RUGBY_REPLICA,RIRE_TK,1118072,21Q3,Canterbury IRFU 21 Home Match Short Wht,38,10,26.32%,820,-1.80%,397,134,10.45,3.53
KEEPFIT,KPF_MACHINE,KPFTROWER,1126684,21/22,ProForm SPORT RL Black,1,1,100.00%,819,41.80%,47,33,47,33
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TIGHTS,1124655,22Q1,ENERGETICS Byanca W Tight Black,28,2,7.14%,819,68.70%,558,324,19.93,11.57
APPAREL_MEN,MEN_TRAIN_APP,M_INL_TSH,1124464,22Q2,TNF MENS ODLES LOGO TEE BLACK,28,,0.00%,819,57.00%,705,570,25.18,20.36
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1117314,21Q3,Nike Court Borough Low2 KidGirl Rn Wh/Pk,31,,0.00%,818,21.80%,359,15,11.58,0.48
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_LST,1119987,21Q4,Nike Wmns TF Element Half Zip Pink,19,2,10.53%,816,14.10%,210,37,11.05,1.95
APPAREL_BOYS,BOYS_TRAIN_APP,B_FZ_HDD,1123334,22Q1,Nike Boys TF GFX FZ HD Swoosh Grey,18,,0.00%,815,50.10%,185,38,10.28,2.11
RUGBY,RUGBY_REPLICA,RIRE_LW,1118127,21Q3,Canterbury IRFU 21 Singlet Green,40,9,22.50%,810,18.50%,498,262,12.45,6.55
KEEPFIT,KEEP_FIT_ACC,KPFTBALLS,1133050,22Q1,Phoenix Fitness 65mm Yoga Ball,67,8,11.94%,810,75.20%,1375,1112,20.52,16.6
RUGBY,RUGBY_REPLICA,CON_ACC,1110089,20Q3C,New Era Connacht 20 Flce Lined Skull Gn,41,,0.00%,809,38.70%,152,113,3.71,2.76
APPAREL_MEN,MEN_TRAIN_APP,M_OH_HDD,1123235,22Q1,Nike Men's NPC Flc PO Navy,10,,0.00%,808,53.20%,157,73,15.7,7.3
GAELIC,GAA_CORE_STOCK,GAA_KST,74445000,CORE,O'Neills Mourne Kid Short Wh/Grn,47,2,4.26%,807,46.40%,189,19,4.02,0.4
FOOTBALL_BOOT,RUGBY_BOOTS,RUG_FBB,1125658,22Q1,Adidas Malice (SG) White,11,1,9.09%,806,46.20%,84,31,7.64,2.82
RUGBY,RUGBY_REPLICA,RIRE_TK,1118075,21Q3,Canterbury IRFU 21 Hm Match Kid Short Wh,47,14,29.79%,806,-11.70%,375,122,7.98,2.6
GAELIC,GAA_CORE_STOCK,GAA_KSC,1095263,CORE,O'Neills Koolite Kids Midi Sock Royal/Wh,90,1,1.11%,803,48.20%,268,69,2.98,0.77
GAELIC,GAA_CORE_STOCK,GAA_KST,69793000,CORE,O'Neills Mourne Kids Shorts White/Red,47,12,25.53%,796,48.00%,169,21,3.6,0.45
GAELIC,GAA_CORE_STOCK,GAA_GRIPS,1026141,CORE,Karakal PU Assorted Grip,200,3,1.50%,795,56.00%,2911,1699,14.56,8.5
APPAREL_MEN,MEN_TRAIN_APP,M_1\/2_ZT,1122997,21Q4,Nike Mens DF ACD 21 Drill Top Navy,20,,0.00%,794,50.30%,293,35,14.65,1.75
AUTHENTIC_SPORT,AMERICAN_SPORTS,NBA_TK,1107693,20Q3,Nike Lakers JAMES Kids Jersey Yellow,12,1,8.33%,792,52.30%,33,23,2.75,1.92
SWIM,SWIM_HARDWARE,SW_ARMBAN,340000,CORE,Speedo Seasquad Inflatable Armbands 0-2y,98,8,8.16%,791,47.60%,863,579,8.81,5.91
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_JP,1123398,22Q1,PUMA Team LIGA Training Pant Jr Navy,28,3,10.71%,788,56.70%,720,334,25.71,11.93
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_JP,1063236,ESS,Canterbury Tapered Poly Boy Pant Black,20,2,10.00%,786,52.90%,258,47,12.9,2.35
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1124672,21Q3,Brooks Adrenaline GTS 21 Men Fw Blue/Yel,7,2,28.57%,784,39.30%,90,26,12.86,3.71
GAELIC,GAA_REPLICA,TIP_TK,1113623,GAATK,O'Neills Tipperary 21 Hm Player Fit Jsy,11,1,9.09%,784,33.60%,433,385,39.36,35
GAELIC,GAA_REPLICA,TIP_LW,1120934,21Q4,O'Neills Tipp Harlem Soft Shell Jkt Navy,17,,0.00%,783,16.40%,32,6,1.88,0.35
APPAREL_MEN,MEN_RUN_APP,ATH_M_JKT,1120097,21Q4,Nike Mens Rpl Miler Jacket Black,18,5,27.78%,782,20.80%,126,48,7,2.67
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1116289,22Q1,adidas Racer TR21 Jnr Boys Fw Black/Red,19,4,21.05%,781,47.80%,211,55,11.11,2.89
GOLF,GOLF_HARDWARE,GOLF_BALL,1116012,ESS,Titleist PRO V1 Dozen Golf Ball White,14,2,14.29%,780,16.90%,720,462,51.43,33
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_FBB,1124284,22Q1,Nike Phantom GT2 A/D Kids Fit FG/MG Org,13,1,7.69%,780,50.60%,99,35,7.62,2.69
SOCCER,SOCCER_REPLICA,GWU_TK,1132068,22Q1,O'Neills Galway United Home 22 Jrsy Mar,12,2,16.67%,780,42.00%,128,106,10.67,8.83
KEEPFIT,SUPPLEMENTS,ATH_NUTRI,1038337,NOOS,High 5 Nutrition Zero Tab Berry,113,2,1.77%,779,48.10%,831,488,7.35,4.32
APPAREL_MEN,MEN_TRAIN_APP,M_WVN_SHT,1100069,22Q1,Nike Vent MAX 3.0 Mens Shorts Blk,18,,0.00%,779,48.60%,195,47,10.83,2.61
APPAREL_MEN,MEN_TRAIN_APP,M_SWEAT,1117132,22Q1,Nike Mens Sw Club Crew Navy,16,1,6.25%,778,48.90%,94,33,5.88,2.06
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1101410,21Q3,adidas Grand Court Kids Uni Fw Wht/Blk,23,1,4.35%,776,39.20%,352,21,15.3,0.91
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_JKT,1125098,22Q1,ENERGETICS Jessi IV Wms Jacket Pink,17,,0.00%,774,66.80%,787,317,46.29,18.65
FOOTWEAR_BOYS,INF_BOYS_FW,INFBOYSFW,1123712,22Q2,adidas Breaknet Inf Boys Fw White/Blue,33,16,48.48%,774,36.50%,953,851,28.88,25.79
APPAREL_GIRLS,GIRL_TRAIN_APP,G_FZ_HDD,1120119,21Q4,Nike Girls Full Zip Hoodie Black,28,,0.00%,773,20.90%,264,140,9.43,5
APPAREL_GIRLS,GIRL_TRAIN_APP,G_FLE_JKT,1118625,21Q3,McKinley Girls Gloria II Fullzip Blue,87,3,3.45%,773,-11.40%,280,51,3.22,0.59
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1117316,22Q1,Nike Court Legacy Kid Girls Run Blck/Wht,29,,0.00%,773,20.90%,222,7,7.66,0.24
GAELIC,GAA_REPLICA,DUB_LW,1121021,21Q4,O'Neills Dublin Harlem Kid QZ Hybrid Nvy,22,3,13.64%,771,6.90%,232,138,10.55,6.27
FOOTWEAR_MEN,MEN_PERF_FW,MENSCTRFW,1115494,P2203,Skechers Solar Fuse Mens Fw Grey/Navy,20,17,85.00%,770,14.10%,48,21,2.4,1.05
GAELIC,GAA_REPLICA,GAL_TK,1118654,GAATK,O'Neills Galway 21 Home Jersey Maroon,11,,0.00%,770,42.10%,487,258,44.27,23.45
SWIM,SWIMWEAR,SW_GSW,1131335,22Q1,SPEEDO Kids Hyper Boom Splice Legsuit Bl,29,4,13.79%,768,46.60%,501,260,17.28,8.97
RUGBY,RUG_CORE_STOCK,RUG_GUMSH,1001346,CORE,Shock Doctor V2 Gel Max Pink,32,,0.00%,768,49.70%,200,8,6.25,0.25
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1123389,22Q1,Nike MD Valiant Kid Boys Run Green/White,26,14,53.85%,768,38.30%,164,41,6.31,1.58
APPAREL_BOYS,BOYS_TRAIN_APP,B_OH_HDD,1120147,21Q4,Nike Kids DF Hoodie Black,32,1,3.13%,767,4.00%,144,2,4.5,0.06
RUGBY,RUGBY_REPLICA,RIRE_LW,1118091,21Q3,Canterbury IRFU 21 Track Jacket Green,20,6,30.00%,761,16.10%,466,271,23.3,13.55
GAELIC,GAA_CORE_STOCK,GAA_SOC,1059858,CORE,O'Neills Midi Green/Amber,64,5,7.81%,761,51.20%,164,26,2.56,0.41
SOCCER,SOCCER_REPLICA,SIRE_LW,1118336,21Q3,Umbro FAI 21 Pro Training Pant Kids Blk,18,6,33.33%,760,44.00%,244,77,13.56,4.28
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_SHORTS,1117927,22Q2,adidas Wmns PACER 3S 2n1 Short Black,20,,0.00%,760,50.50%,511,238,25.55,11.9
SOCCER,SCR_CORE_PROD,SCR_BALL,1122691,21Q4,Umbro LOI 2022 Ball Size 5 White,47,4,8.51%,759,41.80%,394,40,8.38,0.85
FOOTBALANCE0,FOOTBALANCE,FOOTBALAN,1097218,CORE,FootBalance 100% Control Black,14,,0.00%,759,55.80%,245,25,17.5,1.79
APPAREL_MEN,MEN_RUN_APP,ATH_M_LST,1115708,21Q3,Energetics Mens William III Halfzip Grey,38,5,13.16%,758,35.60%,629,264,16.55,6.95
GAELIC,GAA_REPLICA,WFD_TK,1129493,GAATK,Azzurri Waterford 22 Home Wmn Fit Jersey,12,4,33.33%,757,42.20%,79,61,6.58,5.08
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1117261,21Q3,Brooks Ghost 14 Womens Fw Purple/Pink,9,,0.00%,756,18.70%,35,0,3.89,0
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1112042,21Q3,Brooks Adrenaline GTS 21 Mens Run Black,10,,0.00%,756,11.30%,66,2,6.6,0.2
SWIM,SWIMWEAR,SW_LSW,1114905,22Q1,Speedo Boom Logo Allover Medalist Black,17,3,17.65%,756,48.80%,710,260,41.76,15.29
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1114442,ESS,Nike Team Hustle D10 Jnr Boy BB Blk/Slvr,23,3,13.04%,753,43.80%,447,139,19.43,6.04
KEEPFIT,KEEP_FIT_WEIGHT,KPFTBENCH,1042007,20/21,USF Standard  Bench,6,,0.00%,750,39.90%,145,67,24.17,11.17
APPAREL_BOYS,BOYS_TRAIN_APP,B_1\/2_ZT,1123805,22Q1,UA Boys Tech 2.0 1/2 Zip Green,27,0,0.00%,749,51.60%,544,217,20.15,8.04
GAELIC,GAA_REPLICA,DUB_LW,1113198,22Q2C,O'Neills Dublin Vermont HZ Top Navy,12,,0.00%,749,40.00%,325,222,27.08,18.5
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_BASKET,1106971,CORE,Molten FIBA Appro Basketball Size 6 Org,43,6,13.95%,746,24.60%,477,280,11.09,6.51
SWIM,SWIMWEAR,SW_LSW,1131998,22Q1, NIKE Hydrastrong Fack Back Pink,21,,0.00%,745,50.80%,302,150,14.38,7.14
KEEPFIT,KEEP_FIT_ACC,KPFTTONER,1110663,ESS,Body Sculpture Massage Gun Black,5,2,40.00%,745,48.20%,473,429,94.6,85.8
RACKET_SPORT,TENNIS,TNS_BALL,1131433,ESS,Head Championship 3 Ball Can Yellow,141,10,7.09%,744,40.70%,306,245,2.17,1.74
SWIM,SWIM_HARDWARE,SW_A_CAP,78761001,CORE,Speedo Snr in Polyester Caps Mul,107,4,3.74%,743,47.60%,333,5,3.11,0.05
GAELIC,GAA_CORE_STOCK,GAA_HURLY,1124547,ESS,"Reydon Murphys Wexford Hurley 22""Mult",31,,0.00%,742,46.70%,240,147,7.74,4.74
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_FLEE_JP,1071835,22Q1,Bodylogic Sculpt Wmn Pant Regular Navy,27,1,3.70%,741,33.90%,1272,807,47.11,29.89
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1131443,22Q1,NIKE DRI-FIT ONE TEE GREY,25,2,8.00%,741,42.90%,431,191,17.24,7.64
SWIM,SWIMWEAR,SW_LSW,1126718,21Q4,NIKE HYDRASTRONG SOLID BLACK,21,3,14.29%,741,53.90%,374,145,17.81,6.9
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TIGHTS,1131451,22Q1,NIKE ONE TIGHT GREY,21,1,4.76%,740,32.90%,411,157,19.57,7.48
SOCCER,SCR_CORE_PROD,SCR_BALL,1117670,ESS,adidas TIRO CLB Pink,61,,0.00%,740,44.30%,302,122,4.95,2
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_JP,1127145,22Q2,NIKE Kids DF ACD21 PANT KPZ  NAVY,23,,0.00%,740,50.50%,1074,619,46.7,26.91
APPAREL_MEN,MEN_TRAIN_APP,TRAIN_CG,1065531,ESS,Canterbury ThermoReg Cold Leggings Black,31,6,19.35%,739,11.10%,550,152,17.74,4.9
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_SHORTS,1131927,22Q1,NIKE PRO 365 SHORT 7 IN HI RISE BLACK,21,7,33.33%,738,46.70%,167,79,7.95,3.76
APPAREL_MEN,MEN_TRAIN_APP,M_INL_TSH,1123243,22Q1,Nike Men's DF Tee DB NK PRO Black,27,,0.00%,734,51.60%,486,185,18,6.85
GAELIC,GAA_CORE_STOCK,GAA_SHT,37596000,CORE,O'Neill Mourne 3 Stripe Short Wht/Mar,37,,0.00%,728,45.90%,426,115,11.51,3.11
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1117264,22Q1,Brooks Ghost 14 WF Womens Fw Black/Ebony,5,4,80.00%,728,62.10%,58,48,11.6,9.6
APPAREL_GIRLS,GIRL_TRAIN_APP,G_TIGHT,1123288,22Q1,Nike Girls Pro Tight Pink,27,1,3.70%,727,52.60%,1143,816,42.33,30.22
GAELIC,GAA_REPLICA,LIM_TK,1119193,GAATK,O'Neills Limerick 21 Home Kid Jersey Grn,14,1,7.14%,725,44.80%,404,237,28.86,16.93
SOCCER,SOCCER_REPLICA,SIRE_LW,1118321,21Q4,Umbro FAI 90 QZ Top Green,11,5,45.45%,725,44.40%,1380,775,125.45,70.45
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_JKT,1115712,21Q3,Energetics Wmns Jessi Jkt IV Purple,40,2,5.00%,723,4.80%,391,122,9.78,3.05
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TIGHTS,1101150,ESS,Puma Always On Solid Wmn Tight Black,19,1,5.26%,722,61.10%,701,172,36.89,9.05
SOCCER,SCR_CORE_PROD,SCR_KGLOV,1092905,CORE,Precision Fusion X 3D Jnr GK Glove Green,45,1,2.22%,722,51.00%,409,66,9.09,1.47
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1118910,21Q4,Brooks Hyp/Tempo Reflective Wmn Rn Wh/Bk,8,2,25.00%,720,29.10%,95,5,11.88,0.63
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1116304,22Q1,Asics Gel-Kayano 28 Wmns Run Smokey Rose,4,3,75.00%,720,51.60%,399,229,99.75,57.25
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1115967,21Q3,Asics Gel- Excite 8 Wmns Run Blue/Coral,12,,0.00%,720,35.50%,62,0,5.17,0
